,pred_sin,truth_sin,pred_cos,truth_cos,pred_cubic,truth_cubic
108,0.9616095,1.0944653,-0.15896025,-0.12827493,-0.63611865,-0.67415714
109,0.95940375,0.93607885,-0.16933393,-0.3110826,-0.64179534,-0.54874384
110,0.95722467,0.9533726,-0.18013723,-0.35969555,-0.64726806,-0.6879772
111,0.9550212,1.0409508,-0.19158587,-0.38815963,-0.65262556,-0.7637971
112,0.95274353,0.74616516,-0.2039116,-0.51602334,-0.65795034,-0.6048023
113,0.95033765,0.96898514,-0.21738702,-0.50792855,-0.6633292,-0.62348837
114,0.94773954,0.889219,-0.23235142,-0.4779772,-0.66886157,-0.6571339
115,0.9448701,0.8101994,-0.24922515,-0.44072413,-0.6746702,-0.84647286
116,0.94162786,0.6904269,-0.2684903,-0.34154427,-0.6809087,-0.8184679
117,0.9378787,0.8793842,-0.29060626,-0.5072262,-0.68777364,-0.80431145
118,0.93342435,0.78274107,-0.31582052,-0.45640403,-0.69550735,-0.899426
119,0.92794776,0.83196175,-0.34388685,-0.4270347,-0.70434624,-0.7345656
120,0.92102176,0.91481984,-0.3738404,-0.5775216,-0.71434987,-0.6305296
121,0.91236436,0.80615675,-0.40407172,-0.32677633,-0.72517073,-0.7409284
122,0.90220803,0.97097075,-0.43280116,-0.6563962,-0.7360223,-0.595322
123,0.8912794,0.9205568,-0.45870194,-0.6928339,-0.7459874,-0.8388328
124,0.8803985,0.73718214,-0.48120832,-0.6177367,-0.7544002,-0.66722035
125,0.8701183,0.5758014,-0.500422,-0.5813919,-0.76104623,-0.8083847
126,0.8606081,1.023561,-0.51686084,-0.5847987,-0.76611716,-0.8188607
127,0.8517298,1.0237876,-0.5312294,-0.5757002,-0.7700081,-0.70315045
128,0.8431582,0.8505151,-0.5442828,-0.5659078,-0.7731412,-0.7984874
129,0.83445865,0.7953218,-0.55677557,-0.7638621,-0.7758904,-0.81314594
130,0.8251364,0.73132735,-0.56944114,-0.7040463,-0.7785694,-0.9493693
131,0.8147049,0.9170735,-0.58293635,-0.7183544,-0.7814417,-0.9604719
132,0.80284464,0.69081324,-0.5976699,-0.64930254,-0.78471,-0.9320716
133,0.7896682,0.66030556,-0.6134677,-0.5250829,-0.78848857,-0.9403208
134,0.77581125,0.63236064,-0.6294288,-0.8153637,-0.7928067,-0.92766726
135,0.76198965,0.81429774,-0.64452195,-0.84670633,-0.79766136,-0.98518705
136,0.7484874,0.7121508,-0.6583115,-0.7009026,-0.8030671,-0.98452103
137,0.7351585,0.7623901,-0.6709524,-0.81021786,-0.80906725,-0.94422203
138,0.721678,0.5865259,-0.68283457,-0.90139806,-0.81571215,-0.779912
139,0.7077249,0.7635054,-0.6943499,-0.8733557,-0.8230188,-0.9804054
140,0.6930949,0.5878282,-0.7057871,-0.746417,-0.83092123,-0.89845085
141,0.6778044,0.68636525,-0.71725315,-0.7813715,-0.839223,-1.0071193
142,0.6621675,0.7520439,-0.72861534,-0.7267386,-0.84759414,-0.8247461
143,0.646724,0.7480633,-0.7395495,-0.68572795,-0.8556437,-1.0357839
144,0.63197786,0.61606157,-0.7497436,-0.774281,-0.86306155,-0.96893775
145,0.6181424,0.6916095,-0.75909245,-0.692731,-0.8697224,-1.0805563
146,0.60511845,0.4891271,-0.76771045,-0.87020564,-0.87567073,-1.0243658
147,0.592641,0.5203756,-0.77582043,-0.84503305,-0.8810284,-0.96806556
148,0.5804102,0.46646821,-0.78366095,-0.7773856,-0.88592845,-1.015076
149,0.568157,0.42558503,-0.7914418,-0.9982446,-0.89048487,-1.0929804
150,0.55567455,0.6737315,-0.7993299,-0.6345758,-0.89478165,-0.9494677
151,0.5428323,0.5311111,-0.8074419,-0.92288065,-0.8988703,-0.79230785
152,0.529576,0.4175777,-0.8158485,-0.7633223,-0.90277207,-0.9659737
153,0.51589525,0.5994946,-0.8245943,-0.9691693,-0.90648836,-1.0458498
154,0.5017761,0.42770645,-0.83372796,-0.91605455,-0.91001534,-1.0310494
155,0.4871712,0.28661034,-0.84331304,-0.9009407,-0.9133536,-1.1298721
156,0.4720258,0.44311872,-0.8534041,-0.9144797,-0.9165156,-1.0239092
157,0.45634326,0.3886206,-0.86398315,-0.92708665,-0.9195313,-0.9082394
158,0.44024983,0.5218402,-0.8748965,-1.0052027,-0.9224622,-0.9808249
159,0.42401868,0.34727326,-0.88583565,-0.9358752,-0.92540133,-0.9115474
160,0.40802252,0.436007,-0.8963992,-0.80678064,-0.92844653,-0.9405491
161,0.39262623,0.37453324,-0.90622175,-0.98867005,-0.93165684,-0.9042483
162,0.37808287,0.4820319,-0.91508204,-0.8927354,-0.9350295,-0.98222774
163,0.3644878,0.25339815,-0.92293155,-1.0466117,-0.93851835,-1.0799793
164,0.35179624,0.16180573,-0.9298488,-0.9169005,-0.9420674,-0.8429723
165,0.33986887,0.4544631,-0.93597853,-0.94775605,-0.94563526,-0.94330263
166,0.32851857,0.25846347,-0.9414812,-0.93978393,-0.9492024,-1.0105758
167,0.3175433,0.32128775,-0.9465065,-1.0055155,-0.95276564,-0.8745811
168,0.3067449,0.13401176,-0.9511823,-0.8636479,-0.9563309,-1.1190294
169,0.29593638,0.010087813,-0.95561314,-0.8760236,-0.9599083,-1.1234897
170,0.28493917,0.03892872,-0.9598845,-0.9037549,-0.96351165,-1.0770437
171,0.2735709,0.11155057,-0.9640671,-1.0855032,-0.9671635,-1.0862083
172,0.26162943,0.057853706,-0.96822244,-1.1784754,-0.9708995,-0.8386651
173,0.24887893,0.035115074,-0.9724013,-1.2263603,-0.9747732,-0.91081935
174,0.23504314,0.18411586,-0.9766392,-1.1085432,-0.9788564,-0.9866063
175,0.21981293,0.14982006,-0.9809419,-1.0665547,-0.9832376,-0.97113866
176,0.20287345,-0.09037662,-0.98526144,-1.0067388,-0.9880153,-0.8222879
177,0.18396135,0.071004234,-0.9894663,-1.0045437,-0.9932835,-1.039159
178,0.16295497,-0.050598525,-0.99332494,-1.1080327,-0.9990983,-1.0565429
179,0.13997759,0.03301545,-0.9965424,-1.1515013,-1.0054246,-1.0495917
180,0.11547498,0.07317117,-0.9988929,-0.8868281,-1.0120606,-0.9305523
181,0.09020368,0.12500222,-1.0003891,-0.8368005,-1.0185997,-1.0728549
182,0.06506379,-0.12305721,-1.0012983,-0.9432123,-1.0245347,-1.087921
183,0.04081946,0.055834092,-1.0019418,-1.0505562,-1.0294814,-0.9976476
184,0.017910115,0.06521446,-1.0025296,-0.9483346,-1.0332832,-1.0414062
185,-0.0035488843,-0.2544138,-1.0031853,-0.9376915,-1.0359132,-1.0363345
186,-0.023687162,-0.118851714,-1.0040102,-1.0804504,-1.0373635,-1.002756
187,-0.042798854,-0.046855945,-1.0050762,-0.92871284,-1.0376352,-0.82486796
188,-0.061232015,-0.3515629,-1.0063984,-0.9901168,-1.0367781,-1.1345729
189,-0.079253696,-0.33348307,-1.0079325,-1.0112163,-1.0349085,-1.1049935
190,-0.096951,-0.006441061,-1.0095876,-0.99924845,-1.032204,-1.0680777
191,-0.1142262,-0.18142301,-1.0112462,-1.1175518,-1.028883,-0.83897704
192,-0.13089342,-0.3301566,-1.0127883,-0.7519426,-1.0251693,-0.8698598
193,-0.14680748,-0.39198592,-1.0141131,-0.78927296,-1.021255,-1.1805968
194,-0.16194649,-0.27709353,-1.0151507,-0.76518327,-1.0172731,-1.0374433
195,-0.17642167,-0.21252713,-1.0158578,-0.9481531,-1.0132918,-0.8526115
196,-0.19044733,-0.29662618,-1.0162046,-0.86165476,-1.009323,-0.9438343
197,-0.20430543,-0.40021682,-1.016161,-0.96990335,-1.005336,-1.0464227
198,-0.21831575,-0.3597125,-1.0156827,-0.9526549,-1.001274,-0.9305078
199,-0.23281495,-0.32507056,-1.0147061,-1.0309159,-0.9970624,-0.931917
200,-0.24814083,-0.5079023,-1.013144,-1.0238262,-0.9926237,-0.90742636
201,-0.26462007,-0.19917114,-1.0108879,-1.1974453,-0.9878812,-1.0170895
202,-0.28254828,-0.39842308,-1.0078139,-1.0549763,-0.9827715,-0.9784959
203,-0.3021554,-0.23439208,-1.0037955,-1.13471,-0.9772555,-0.9562047
204,-0.32353428,-0.43249056,-0.998727,-0.98258895,-0.9713359,-0.9110576
205,-0.3465289,-0.38637117,-0.9925664,-0.8843263,-0.9650822,-0.839675
206,-0.37062323,-0.43643093,-0.98537683,-0.9929973,-0.9586574,-0.9677818
207,-0.3949352,-0.55161506,-0.9773461,-0.8654322,-0.95231766,-0.8007699
208,-0.41840056,-0.38684303,-0.9687564,-0.75757086,-0.94636446,-0.92907816
209,-0.4400796,-0.49340397,-0.9599299,-0.8666571,-0.94106275,-0.93444204
210,-0.4593896,-0.41315824,-0.9511664,-0.8229535,-0.93657607,-0.96967417
211,-0.47616646,-0.42306674,-0.9426827,-0.7612885,-0.9329504,-0.9423104
212,-0.49058858,-0.6660701,-0.93456465,-0.96720237,-0.9301366,-0.96343875
213,-0.50304985,-0.43749446,-0.9267649,-0.8360948,-0.92803067,-0.9999147
214,-0.51403207,-0.66242594,-0.9191415,-0.88533896,-0.9265109,-0.85438716
215,-0.5240105,-0.6354385,-0.91151017,-0.73953205,-0.92545843,-1.0635117
216,-0.53339565,-0.45876044,-0.90369296,-0.74544805,-0.924764,-0.9514414
217,-0.5425048,-0.45565662,-0.8955535,-0.9016358,-0.92432207,-0.78373384
218,-0.55155456,-0.50015354,-0.887015,-0.68019944,-0.92402947,-0.7458381
219,-0.560679,-0.39341313,-0.8780532,-0.9993309,-0.92378616,-0.7122535
220,-0.56996316,-0.8118099,-0.86866724,-0.6562244,-0.9235018,-0.9049438
221,-0.5794846,-0.5981914,-0.85884,-0.7114019,-0.9230987,-0.89998853
222,-0.58934534,-0.69193274,-0.84850883,-0.8506959,-0.9225088,-0.850925
223,-0.5996847,-0.50431305,-0.8375544,-0.6782122,-0.92166305,-1.035107
224,-0.61066973,-0.7692149,-0.82581735,-0.8635995,-0.92048347,-0.8072361
225,-0.62246907,-0.60475594,-0.8131271,-0.66544545,-0.91887677,-0.89054495
226,-0.6352149,-0.70239824,-0.7993466,-0.63092864,-0.9167404,-0.64585274
227,-0.6489583,-0.70621395,-0.7844173,-0.7289712,-0.9139801,-0.9246717
228,-0.66362447,-0.83307314,-0.7684053,-0.7211645,-0.91054195,-0.90101546
229,-0.6789836,-0.808897,-0.75152934,-0.5514717,-0.9064491,-1.0400829
230,-0.6946576,-0.74755234,-0.7341524,-0.7297604,-0.90182155,-0.6989766
231,-0.71018,-0.53039104,-0.7167229,-0.63606554,-0.89685625,-0.95969117
232,-0.7251012,-0.834616,-0.6996753,-0.7430395,-0.89175636,-0.8343
233,-0.739102,-0.7634134,-0.6833237,-0.59115636,-0.88663906,-0.7180222
234,-0.7520675,-0.779848,-0.6677907,-0.407138,-0.88146895,-0.8138688
235,-0.7640988,-0.79440874,-0.65298057,-0.7576805,-0.87604105,-0.8106398
236,-0.7754814,-0.71925765,-0.63858205,-0.5491848,-0.87000364,-0.8758906
237,-0.78663504,-0.6986001,-0.6240805,-0.6902579,-0.86288875,-0.7969662
238,-0.79805285,-0.90809435,-0.60879713,-0.48911512,-0.8541479,-0.85670835
239,-0.81020105,-0.9208983,-0.59202874,-0.44543537,-0.843265,-0.9043019
240,-0.8233115,-0.9370633,-0.5733904,-0.5570617,-0.83006173,-0.84192693
241,-0.83712626,-0.9671133,-0.5532547,-0.5531943,-0.8151064,-0.67116106
242,-0.8509068,-0.98010063,-0.53271645,-0.5599189,-0.79966587,-0.613133
243,-0.8638745,-0.7761749,-0.5128651,-0.48246717,-0.7849688,-0.90474826
244,-0.87563276,-0.95750874,-0.49419373,-0.5551435,-0.7716018,-0.6934155
245,-0.88622344,-0.7726815,-0.47660753,-0.3590661,-0.7595296,-0.6710266
246,-0.89596844,-0.9098191,-0.45967522,-0.2318591,-0.7483776,-0.6028406
247,-0.905303,-1.0796671,-0.44283414,-0.5161004,-0.7376589,-0.72773325
248,-0.9146507,-0.8936509,-0.42553034,-0.292354,-0.72690326,-0.74543875
249,-0.9243233,-0.8937281,-0.40735206,-0.26119724,-0.71575534,-0.680358
250,-0.9344213,-0.8761666,-0.3881804,-0.45131564,-0.7040792,-0.68301135
251,-0.944759,-0.8528944,-0.36831406,-0.3309505,-0.69204134,-0.5501221
252,-0.954895,-0.82792807,-0.3484292,-0.33792216,-0.68006426,-0.4639766
253,-0.9643099,-1.0139595,-0.32931426,-0.30415663,-0.66863036,-0.65890855
254,-0.9726189,-1.0896676,-0.31156266,-0.264057,-0.65808445,-0.5638881
255,-0.97966987,-0.9835943,-0.29543594,-0.20492318,-0.6485716,-0.68841136
256,-0.9855095,-1.0507683,-0.28090876,-0.28794247,-0.640079,-0.59631187
257,-0.9902942,-1.1572036,-0.2677834,-0.2400192,-0.6325023,-0.6849304
258,-0.9942127,-0.9162745,-0.25579008,-0.15072708,-0.6256985,-0.7322866
259,-0.997444,-1.0316623,-0.2446509,-0.16250855,-0.6195161,-0.57484025
260,-1.0001398,-0.9061029,-0.23411538,-0.3003632,-0.61381143,-0.57482165
261,-1.0024219,-0.941755,-0.22398035,-0.13678089,-0.60845685,-0.53163403
262,-1.0043856,-1.0650936,-0.21409412,0.021729808,-0.6033448,-0.7363973
263,-1.0061069,-1.0176027,-0.20434421,-0.08674451,-0.5983843,-0.5779635
264,-1.0076456,-1.0368446,-0.1946346,-0.15785351,-0.5934945,-0.5761602
265,-1.009051,-1.1439168,-0.18486533,-0.1684006,-0.5885972,-0.60241455
266,-1.0103639,-1.0667998,-0.17491908,-0.1251908,-0.5836107,-0.5560378
267,-1.0116194,-0.9753113,-0.16465554,-0.12497212,-0.5784465,-0.68261063
268,-1.0128478,-0.9586184,-0.1539092,-0.21646492,-0.5730045,-0.6297701
269,-1.0140759,-1.113303,-0.14248821,-0.09885386,-0.5671714,-0.2798842
270,-1.015329,-1.0900903,-0.1301731,0.042476296,-0.5608181,-0.59348565
271,-1.0166304,-0.88600796,-0.116714835,-0.065165564,-0.5537973,-0.42849496
272,-1.0180011,-0.9316803,-0.10183178,0.030186892,-0.54594296,-0.5078361
273,-1.01946,-1.1111139,-0.08521019,0.056742664,-0.53706884,-0.6035206
274,-1.0210177,-1.0179796,-0.06651344,0.15106513,-0.5269771,-0.42679477
275,-1.0226712,-1.0401126,-0.045416243,0.072974466,-0.5154761,-0.34246337
276,-1.024388,-1.1424417,-0.021676628,-0.06471755,-0.5024213,-0.5314275
277,-1.0260866,-0.9867797,0.0047487654,0.09954714,-0.48777625,-0.552978
278,-1.0276219,-1.1573095,0.033570025,0.177092,-0.47168064,-0.4551065
279,-1.0287869,-0.9153217,0.064076185,-0.05366999,-0.45448524,-0.59753835
280,-1.0293523,-1.1120176,0.09517175,0.16273178,-0.43671525,-0.32899788
281,-1.0291224,-1.0500016,0.12556258,0.21574318,-0.41895723,-0.4294973
282,-1.0279782,-0.9983584,0.15404586,0.339131,-0.40172392,-0.30691513
283,-1.0258753,-1.2069739,0.17981333,0.23788996,-0.38532898,-0.14384992
284,-1.022802,-0.9141365,0.20264861,0.2748192,-0.3698068,-0.28345603
285,-1.0187285,-0.95073324,0.22291607,0.37098405,-0.3549234,-0.2785481
286,-1.0135823,-0.7568158,0.24135411,0.315384,-0.34029466,-0.24950427
287,-1.007262,-0.9825922,0.25880268,0.29489723,-0.32553914,-0.41916847
288,-0.9996956,-0.87630206,0.27596822,0.28064907,-0.3104037,-0.35524967
289,-0.9909285,-0.8667126,0.29325825,0.33749968,-0.29484767,-0.29460174
290,-0.98118836,-0.8273214,0.31071183,0.3117542,-0.2790577,-0.16855392
291,-0.97085387,-0.8687538,0.3280777,0.2158612,-0.26335046,-0.3299527
292,-0.9603273,-1.1181473,0.34501067,0.2548863,-0.24800956,-0.14863963
293,-0.94991434,-1.0213237,0.36124897,0.47762632,-0.23319232,-0.25585285
294,-0.9397849,-0.76532835,0.37666896,0.41916102,-0.21894884,-0.14608227
295,-0.9300057,-0.81762713,0.39124635,0.23579018,-0.20528774,-0.47357944
296,-0.92059237,-0.9781915,0.40499783,0.5151904,-0.19221842,-0.19349262
297,-0.91154635,-0.7626436,0.417949,0.38846037,-0.1797564,-0.13327062
298,-0.9028677,-0.85341537,0.43012923,0.34427404,-0.1679088,-0.28568038
299,-0.894553,-0.8121811,0.44158125,0.5283028,-0.15666005,-0.09616662
300,-0.88658357,-0.7487947,0.45237485,0.5713011,-0.14595962,-0.13644631
301,-0.8789138,-0.8566552,0.4626216,0.39304444,-0.13571234,-0.08391566
302,-0.8714675,-0.94603795,0.47247532,0.6198335,-0.12577803,-0.13759895
303,-0.8641476,-0.9565972,0.48211476,0.5232672,-0.11598791,-0.10955164
304,-0.856854,-0.81786007,0.49171498,0.5886577,-0.106168196,0.020850357
305,-0.84950036,-0.8438375,0.5014239,0.5518577,-0.09616266,-0.20430978
306,-0.84202385,-0.82850856,0.5113473,0.81133956,-0.08584382,-0.20739606
307,-0.834386,-0.73544395,0.52155006,0.68976176,-0.075110674,0.0016753338
308,-0.82656664,-0.7159867,0.5320666,0.5644757,-0.06387991,0.04439436
309,-0.8185544,-0.84383935,0.5429174,0.43978968,-0.052069064,0.08982759
310,-0.81033975,-0.7694297,0.5541248,0.6590836,-0.03958156,0.16109921
311,-0.8019089,-0.7890944,0.5657247,0.7685035,-0.026296025,0.1362984
312,-0.79324734,-0.7250846,0.5777657,0.6674671,-0.01206826,0.15508284
313,-0.78434545,-0.7933102,0.5902974,0.8375966,0.003252428,-0.03672038
314,-0.7752061,-0.6670516,0.60335076,0.595202,0.019786637,0.11329846
315,-0.76584935,-0.96889794,0.6169122,0.8015957,0.03757072,0.28535888
316,-0.75630766,-0.6362609,0.63090175,0.68045205,0.05649283,0.062721856
317,-0.7466182,-0.55101675,0.64516264,0.6087812,0.07625586,0.20848596
318,-0.73680776,-0.674654,0.65948105,0.85805315,0.09641741,0.09315443
319,-0.72688043,-0.6431307,0.6736358,0.7674386,0.116529614,-0.092741266
320,-0.7168009,-0.5866544,0.6874663,0.77196044,0.1363071,0.38693863
321,-0.70647466,-0.5690845,0.7009299,0.83991843,0.15573454,0.21982563
322,-0.6957203,-0.5092037,0.71413016,0.6908719,0.17508644,0.14572112
323,-0.6842395,-0.5153005,0.72731876,0.8536971,0.19490269,0.28092104
324,-0.67159325,-0.56887805,0.7408817,0.6005316,0.21595186,0.27263993
325,-0.6571956,-0.44127432,0.75531375,0.6567022,0.23917791,0.33506095
326,-0.6403526,-0.7125527,0.77117115,0.768044,0.26557004,0.2804553
327,-0.6203943,-0.7520318,0.7889599,0.8361072,0.29584542,0.57121325
328,-0.5970038,-0.5006312,0.80886054,0.79180884,0.3298494,0.34661224
329,-0.570856,-0.40425804,0.8301757,0.77983946,0.365846,0.28716114
330,-0.5441948,-0.51738495,0.8509276,0.74587506,0.40050143,0.37770233
331,-0.5200195,-0.49871102,0.8688011,0.8012646,0.43051246,0.4240901
332,-0.5001153,-0.43179232,0.8827821,0.9209203,0.45457378,0.4659448
333,-0.48447677,-0.44329926,0.8932728,0.9225763,0.47332394,0.53493613
334,-0.47221103,-0.43637708,0.901161,0.9204056,0.48810658,0.47061095
335,-0.4623107,-0.4799597,0.90724975,1.0477222,0.50019926,0.53976214
336,-0.45390624,-0.5031279,0.9121503,0.9563663,0.51063126,0.51457137
