,pred_sin,pred_cos,truth_sin,truth_cos
334,-0.40066174,-0.426238,0.9013875,0.83723086
335,-0.39307094,-0.4557375,0.9016648,0.79250926
336,-0.39216232,-0.4540433,0.9008528,0.97207683
337,-0.38634002,-0.42975435,0.90630555,0.9157646
338,-0.38073137,-0.28419232,0.90947556,0.9848052
339,-0.3589867,-0.44307584,0.9095337,0.7506458
340,-0.36546722,-0.30930802,0.91156,0.7457265
341,-0.34857777,-0.36396837,0.90657,0.9339432
342,-0.34174088,-0.42560446,0.9154889,0.77088934
343,-0.3432841,-0.3071201,0.9188035,0.9974764
344,-0.3256581,-0.43182388,0.92219645,0.9574189
345,-0.32799828,-0.40186748,0.9322517,0.7552408
346,-0.32471004,-0.16515693,0.92998385,0.92914087
347,-0.29022768,-0.12937956,0.9299457,0.9605747
348,-0.2583763,-0.27332944,0.9447229,1.0142707
349,-0.24601847,-0.19163406,0.97141355,0.96698564
350,-0.216705,-0.11194343,0.9886983,1.2196563
351,-0.19333908,-0.16157886,1.0063006,1.0295321
352,-0.18075654,0.04381215,1.0185515,0.9480275
353,-0.14489894,-0.1966974,1.0072875,0.89171046
354,-0.15544167,-0.060603764,1.0210083,0.8631387
355,-0.13585891,-0.0025980652,1.0127101,0.9489603
356,-0.116762504,0.0030708464,1.0125185,1.0640777
357,-0.10430865,-0.116949216,1.0226107,1.0141063
358,-0.10651527,-0.13684851,1.0409728,0.97323775
359,-0.10510346,-0.020957395,1.0511179,1.0782403
360,-0.0916377,-0.020957395,1.0529569,1.0782403
361,-0.083277464,-0.020957395,1.0580521,1.0782403
362,-0.07766215,-0.020957395,1.0600247,1.0782403
363,-0.07365721,-0.020957395,1.0608582,1.0782403
364,-0.07062636,-0.020957395,1.0610452,1.0782403
365,-0.06823033,-0.020957395,1.0609499,1.0782403
366,-0.066281684,-0.020957395,1.0607334,1.0782403
367,-0.06466912,-0.020957395,1.0604771,1.0782403
368,-0.063320935,-0.020957395,1.0602193,1.0782403
369,-0.06218698,-0.020957395,1.059978,1.0782403
370,-0.06122959,-0.020957395,1.0597609,1.0782403
371,-0.060419545,-0.020957395,1.0595696,1.0782403
372,-0.059733044,-0.020957395,1.0594037,1.0782403
373,-0.05915062,-0.020957395,1.0592608,1.0782403
374,-0.058656204,-0.020957395,1.0591383,1.0782403
375,-0.058236107,-0.020957395,1.0590336,1.0782403
376,-0.057879083,-0.020957395,1.0589446,1.0782403
377,-0.057575423,-0.020957395,1.0588689,1.0782403
378,-0.057317235,-0.020957395,1.0588042,1.0782403
379,-0.05709756,-0.020957395,1.0587493,1.0782403
380,-0.056910515,-0.020957395,1.0587026,1.0782403
381,-0.056751344,-0.020957395,1.058663,1.0782403
382,-0.05661582,-0.020957395,1.058629,1.0782403
383,-0.056500446,-0.020957395,1.0586,1.0782403
384,-0.056402262,-0.020957395,1.0585756,1.0782403
385,-0.056318633,-0.020957395,1.0585546,1.0782403
386,-0.056247424,-0.020957395,1.0585368,1.0782403
387,-0.056186747,-0.020957395,1.0585219,1.0782403
388,-0.056135185,-0.020957395,1.0585088,1.0782403
389,-0.056091256,-0.020957395,1.0584978,1.0782403
390,-0.05605388,-0.020957395,1.0584885,1.0782403
391,-0.056022115,-0.020957395,1.0584807,1.0782403
392,-0.055995002,-0.020957395,1.0584736,1.0782403
393,-0.05597206,-0.020957395,1.0584681,1.0782403
394,-0.055952497,-0.020957395,1.0584632,1.0782403
395,-0.055935916,-0.020957395,1.0584588,1.0782403
396,-0.055921845,-0.020957395,1.0584555,1.0782403
397,-0.055909764,-0.020957395,1.0584525,1.0782403
398,-0.055899695,-0.020957395,1.05845,1.0782403
399,-0.055891074,-0.020957395,1.0584478,1.0782403
400,-0.05588377,-0.020957395,1.0584458,1.0782403
401,-0.055877563,-0.020957395,1.0584444,1.0782403
402,-0.0558723,-0.020957395,1.0584431,1.0782403
403,-0.055867873,-0.020957395,1.0584419,1.0782403
404,-0.055864066,-0.020957395,1.058441,1.0782403
405,-0.0558609,-0.020957395,1.0584402,1.0782403
406,-0.055858232,-0.020957395,1.0584396,1.0782403
407,-0.055855952,-0.020957395,1.058439,1.0782403
408,-0.05585401,-0.020957395,1.0584385,1.0782403
409,-0.055852406,-0.020957395,1.058438,1.0782403
410,-0.055850994,-0.020957395,1.0584376,1.0782403
411,-0.055849843,-0.020957395,1.0584373,1.0782403
412,-0.055848863,-0.020957395,1.0584371,1.0782403
413,-0.055848118,-0.020957395,1.0584369,1.0782403
414,-0.05584738,-0.020957395,1.0584368,1.0782403
415,-0.055846877,-0.020957395,1.0584366,1.0782403
416,-0.05584638,-0.020957395,1.0584365,1.0782403
417,-0.055845913,-0.020957395,1.0584363,1.0782403
418,-0.055845566,-0.020957395,1.0584363,1.0782403
419,-0.055845283,-0.020957395,1.0584363,1.0782403
420,-0.05584504,-0.020957395,1.0584362,1.0782403
421,-0.05584483,-0.020957395,1.058436,1.0782403
422,-0.05584468,-0.020957395,1.058436,1.0782403
423,-0.055844523,-0.020957395,1.058436,1.0782403
424,-0.05584444,-0.020957395,1.058436,1.0782403
425,-0.05584432,-0.020957395,1.058436,1.0782403
426,-0.055844244,-0.020957395,1.058436,1.0782403
427,-0.05584415,-0.020957395,1.058436,1.0782403
428,-0.055844095,-0.020957395,1.0584359,1.0782403
429,-0.05584409,-0.020957395,1.0584359,1.0782403
430,-0.055843994,-0.020957395,1.0584358,1.0782403
431,-0.05584398,-0.020957395,1.0584358,1.0782403
432,-0.05584397,-0.020957395,1.0584358,1.0782403
433,-0.05584396,-0.020957395,1.0584358,1.0782403
434,-0.055843964,-0.020957395,1.0584358,1.0782403
435,-0.055843905,-0.020957395,1.0584358,1.0782403
436,-0.05584391,-0.020957395,1.0584359,1.0782403
437,-0.055843893,-0.020957395,1.0584359,1.0782403
438,-0.055843893,-0.020957395,1.0584359,1.0782403
439,-0.05584388,-0.020957395,1.0584359,1.0782403
440,-0.055843897,-0.020957395,1.0584359,1.0782403
441,-0.055843897,-0.020957395,1.0584359,1.0782403
442,-0.055843912,-0.020957395,1.0584359,1.0782403
443,-0.055843916,-0.020957395,1.0584359,1.0782403
444,-0.0558439,-0.020957395,1.0584359,1.0782403
445,-0.055843946,-0.020957395,1.0584359,1.0782403
446,-0.055843916,-0.020957395,1.0584359,1.0782403
447,-0.055843916,-0.020957395,1.0584359,1.0782403
448,-0.0558439,-0.020957395,1.0584359,1.0782403
449,-0.0558439,-0.020957395,1.0584359,1.0782403
450,-0.055843916,-0.020957395,1.0584359,1.0782403
451,-0.055843916,-0.020957395,1.0584359,1.0782403
452,-0.055843886,-0.020957395,1.0584359,1.0782403
453,-0.055843886,-0.020957395,1.0584359,1.0782403
454,-0.0558439,-0.020957395,1.0584359,1.0782403
455,-0.05584387,-0.020957395,1.0584359,1.0782403
456,-0.055843875,-0.020957395,1.0584359,1.0782403
457,-0.05584387,-0.020957395,1.0584359,1.0782403
458,-0.0558439,-0.020957395,1.0584359,1.0782403
459,-0.05584392,-0.020957395,1.0584359,1.0782403
460,-0.05584387,-0.020957395,1.0584359,1.0782403
461,-0.055843886,-0.020957395,1.0584359,1.0782403
462,-0.05584389,-0.020957395,1.0584359,1.0782403
463,-0.055843875,-0.020957395,1.0584359,1.0782403
464,-0.05584389,-0.020957395,1.0584359,1.0782403
465,-0.055843886,-0.020957395,1.0584359,1.0782403
466,-0.055843875,-0.020957395,1.0584359,1.0782403
467,-0.05584387,-0.020957395,1.0584359,1.0782403
468,-0.055843905,-0.020957395,1.0584359,1.0782403
469,-0.055843934,-0.020957395,1.0584359,1.0782403
470,-0.055843875,-0.020957395,1.0584359,1.0782403
471,-0.05584389,-0.020957395,1.0584359,1.0782403
472,-0.05584389,-0.020957395,1.0584359,1.0782403
473,-0.055843905,-0.020957395,1.0584359,1.0782403
474,-0.05584389,-0.020957395,1.0584359,1.0782403
475,-0.05584389,-0.020957395,1.0584359,1.0782403
476,-0.055843905,-0.020957395,1.0584359,1.0782403
477,-0.05584389,-0.020957395,1.0584359,1.0782403
478,-0.05584389,-0.020957395,1.0584359,1.0782403
479,-0.05584389,-0.020957395,1.0584359,1.0782403
480,-0.055843905,-0.020957395,1.0584359,1.0782403
481,-0.05584389,-0.020957395,1.0584359,1.0782403
482,-0.055843886,-0.020957395,1.0584359,1.0782403
483,-0.055843875,-0.020957395,1.0584359,1.0782403
484,-0.055843905,-0.020957395,1.0584359,1.0782403
485,-0.055843905,-0.020957395,1.0584359,1.0782403
486,-0.055843905,-0.020957395,1.0584359,1.0782403
487,-0.055843886,-0.020957395,1.0584359,1.0782403
488,-0.055843905,-0.020957395,1.0584359,1.0782403
489,-0.05584389,-0.020957395,1.0584359,1.0782403
490,-0.05584387,-0.020957395,1.0584359,1.0782403
491,-0.055843905,-0.020957395,1.0584359,1.0782403
492,-0.05584389,-0.020957395,1.0584359,1.0782403
493,-0.05584387,-0.020957395,1.0584359,1.0782403
494,-0.05584389,-0.020957395,1.0584359,1.0782403
495,-0.055843875,-0.020957395,1.0584359,1.0782403
496,-0.05584389,-0.020957395,1.0584359,1.0782403
497,-0.05584389,-0.020957395,1.0584359,1.0782403
